               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,             0.06853,             0.17075,            0.025966,             0.31707,              0.3615,             0.34063,             0.12082,            0.057293,             0.10385,             0.02323,            0.006931,            0.006931,            0.006931
                 157,            0.068386,             0.15268,            0.026447,             0.28219,             0.44655,             0.29383,             0.09627,            0.057184,             0.10498,            0.023972,           0.0069112,           0.0069112,           0.0069112
                 158,            0.065312,             0.14822,            0.023665,             0.29561,             0.45727,             0.33141,             0.11276,            0.056892,             0.10362,            0.021566,           0.0068914,           0.0068914,           0.0068914
                 159,            0.068463,             0.16537,            0.027588,             0.20676,             0.45537,             0.28414,             0.10031,            0.058299,             0.10891,            0.020571,           0.0068716,           0.0068716,           0.0068716
                 160,            0.067247,             0.17101,            0.025785,             0.22151,              0.4225,             0.28666,            0.097861,            0.059565,             0.10738,            0.020436,           0.0068518,           0.0068518,           0.0068518
                 161,            0.066651,             0.16293,            0.025884,             0.29569,             0.40599,             0.32548,             0.11916,            0.056402,             0.10808,            0.020837,            0.006832,            0.006832,            0.006832
                 162,            0.067099,             0.15396,            0.023277,             0.29726,             0.47378,             0.34521,             0.12537,            0.055692,             0.10613,            0.020506,           0.0068122,           0.0068122,           0.0068122
                 163,            0.065464,             0.14551,            0.024356,              0.2861,             0.47223,             0.35156,             0.12653,            0.055184,             0.10924,             0.02113,           0.0067924,           0.0067924,           0.0067924
                 164,            0.064902,             0.15873,            0.027081,             0.30678,             0.44551,             0.34473,             0.11806,            0.055647,             0.11082,            0.021369,           0.0067726,           0.0067726,           0.0067726
                 165,            0.066894,             0.16839,            0.023391,              0.3077,             0.35822,             0.25492,             0.08921,            0.057649,             0.10952,             0.02456,           0.0067528,           0.0067528,           0.0067528
                 166,            0.065751,              0.1478,            0.024395,              0.3261,             0.42853,             0.31633,             0.10775,            0.056077,             0.10737,            0.022329,            0.006733,            0.006733,            0.006733
                 167,            0.068957,             0.18827,            0.021867,              0.3147,             0.40909,             0.29304,            0.094752,            0.058974,             0.11407,            0.022359,           0.0067132,           0.0067132,           0.0067132
                 168,            0.064924,             0.16541,             0.02536,             0.24477,             0.26563,             0.22854,            0.079654,            0.062037,             0.10425,             0.02725,           0.0066934,           0.0066934,           0.0066934
                 169,            0.069283,             0.18046,            0.024587,             0.25599,              0.5151,             0.31311,             0.11049,            0.055743,             0.10929,            0.020937,           0.0066736,           0.0066736,           0.0066736
                 170,            0.066709,              0.1788,            0.022798,             0.24246,             0.41591,              0.2653,            0.092273,            0.060424,              0.1113,            0.020782,           0.0066538,           0.0066538,           0.0066538
                 171,            0.066183,             0.16063,            0.023075,              0.3288,             0.43413,             0.33076,             0.10712,             0.05699,             0.10471,            0.020812,            0.006634,            0.006634,            0.006634
                 172,            0.070677,             0.15727,             0.02266,             0.34772,             0.44903,              0.3669,             0.13238,             0.05832,             0.10628,            0.019073,           0.0066142,           0.0066142,           0.0066142
                 173,            0.066532,             0.15139,            0.024103,             0.37143,             0.46892,              0.3611,             0.12691,            0.055609,             0.10594,            0.020555,           0.0065944,           0.0065944,           0.0065944
                 174,             0.06461,             0.15591,            0.024117,             0.35074,             0.45444,             0.39806,             0.14307,            0.054976,             0.10858,             0.02126,           0.0065746,           0.0065746,           0.0065746
                 175,            0.063831,             0.17381,            0.022203,             0.36693,             0.33183,             0.30676,             0.10628,            0.057108,             0.10848,            0.023629,           0.0065548,           0.0065548,           0.0065548
                 176,            0.062344,             0.14204,            0.023611,             0.42446,             0.44011,             0.39626,              0.1486,             0.05489,             0.10565,            0.019972,            0.006535,            0.006535,            0.006535
                 177,            0.063897,             0.15901,            0.024102,             0.45894,             0.43256,             0.40502,             0.15337,            0.054511,             0.10548,            0.020044,           0.0065152,           0.0065152,           0.0065152
                 178,            0.065369,             0.15408,            0.025783,             0.37294,              0.4565,             0.38307,             0.13736,            0.054467,             0.10531,            0.020381,           0.0064954,           0.0064954,           0.0064954
                 179,            0.064676,             0.16526,            0.024254,             0.40242,             0.44764,             0.38657,             0.14126,            0.055364,             0.10856,              0.0196,           0.0064756,           0.0064756,           0.0064756
                 180,            0.065097,             0.15344,             0.02628,             0.43631,             0.42398,             0.36632,             0.12694,            0.056164,             0.10863,            0.019374,           0.0064558,           0.0064558,           0.0064558
                 181,            0.065097,             0.16234,            0.023472,             0.32895,             0.41927,             0.36193,             0.13265,            0.055643,             0.10531,            0.018321,            0.006436,            0.006436,            0.006436
                 182,            0.067468,             0.16012,             0.02424,             0.35855,             0.45868,             0.36279,             0.13234,            0.057133,             0.10936,            0.018543,           0.0064162,           0.0064162,           0.0064162
                 183,            0.065062,             0.15794,            0.021192,             0.35485,             0.44566,             0.38264,             0.13429,            0.056313,             0.10522,            0.018756,           0.0063964,           0.0063964,           0.0063964
                 184,            0.065625,             0.14984,            0.020896,             0.34879,             0.44356,              0.3024,            0.094318,            0.058115,             0.10442,            0.019311,           0.0063766,           0.0063766,           0.0063766
                 185,            0.066357,             0.15725,             0.02297,             0.28496,             0.41512,             0.30247,             0.10052,             0.05692,             0.10645,            0.020008,           0.0063568,           0.0063568,           0.0063568
                 186,            0.064559,             0.15258,            0.019517,             0.40927,             0.41033,             0.39248,             0.13879,            0.054215,              0.1034,            0.019071,            0.006337,            0.006337,            0.006337
                 187,            0.065076,             0.16163,            0.023473,             0.35492,             0.43503,             0.34965,             0.11503,             0.05686,             0.10587,            0.017998,           0.0063172,           0.0063172,           0.0063172
                 188,            0.063752,             0.16237,             0.02154,             0.46469,             0.44087,             0.43535,             0.15644,            0.053056,             0.10229,            0.017749,           0.0062974,           0.0062974,           0.0062974
                 189,            0.062618,             0.15383,            0.020863,             0.41157,             0.44982,             0.38807,             0.12603,            0.056142,             0.10256,            0.018521,           0.0062776,           0.0062776,           0.0062776
                 190,            0.064854,             0.15271,            0.022256,             0.62074,             0.30931,             0.33955,             0.11692,            0.055855,             0.10561,            0.022636,           0.0062578,           0.0062578,           0.0062578
                 191,            0.065312,             0.18309,            0.021967,             0.40969,             0.46213,             0.39003,             0.13252,            0.055573,             0.10454,            0.017325,            0.006238,            0.006238,            0.006238
                 192,            0.063515,               0.148,            0.022298,             0.45337,             0.40873,             0.36456,             0.12241,            0.056077,              0.1054,            0.018492,           0.0062182,           0.0062182,           0.0062182
                 193,            0.064165,             0.17649,            0.022221,             0.46352,             0.46583,             0.43908,             0.16424,            0.053546,             0.10449,            0.016392,           0.0061984,           0.0061984,           0.0061984
                 194,             0.06208,             0.14556,            0.022772,             0.48314,             0.46417,             0.43903,              0.1682,            0.052413,             0.10633,            0.016896,           0.0061786,           0.0061786,           0.0061786
                 195,            0.063133,             0.15583,            0.021195,             0.44827,             0.48726,             0.45325,             0.16651,            0.052382,             0.10319,            0.016887,           0.0061588,           0.0061588,           0.0061588
                 196,            0.064127,             0.16425,            0.020622,             0.46179,             0.48959,             0.45605,             0.16659,            0.052405,             0.10367,            0.016402,            0.006139,            0.006139,            0.006139
                 197,            0.067264,             0.16744,            0.020522,             0.33582,              0.3991,              0.2891,            0.087938,            0.060531,             0.10321,            0.016395,           0.0061192,           0.0061192,           0.0061192
                 198,            0.067548,              0.1484,            0.022131,              0.5781,             0.43057,             0.45895,             0.17248,            0.052291,             0.10176,            0.017453,           0.0060994,           0.0060994,           0.0060994
                 199,            0.062932,              0.1433,            0.021822,             0.36461,             0.40714,             0.32194,             0.10037,             0.05998,              0.1052,            0.018128,           0.0060796,           0.0060796,           0.0060796
                 200,            0.063048,             0.16126,            0.019554,             0.53924,             0.45759,             0.47418,             0.17189,            0.052351,             0.10032,            0.016153,           0.0060598,           0.0060598,           0.0060598
                 201,            0.068571,             0.16853,            0.019182,             0.41742,             0.43853,             0.39895,             0.12372,            0.057856,            0.099823,            0.015518,             0.00604,             0.00604,             0.00604
                 202,            0.061958,             0.14085,            0.021983,             0.50294,             0.40337,             0.42751,             0.14494,            0.053978,            0.099838,            0.017398,           0.0060202,           0.0060202,           0.0060202
                 203,            0.065809,             0.18308,            0.020374,             0.45558,             0.39073,             0.39914,             0.14798,            0.055398,             0.10226,            0.015684,           0.0060004,           0.0060004,           0.0060004
                 204,            0.061654,             0.14682,            0.023405,             0.48927,             0.44938,             0.46641,             0.18082,            0.052068,             0.10029,            0.016392,           0.0059806,           0.0059806,           0.0059806
                 205,            0.062761,             0.17065,            0.022233,             0.43595,             0.49661,             0.46309,             0.16232,            0.053903,             0.10408,            0.016717,           0.0059608,           0.0059608,           0.0059608
                 206,            0.061678,              0.1569,            0.020411,             0.51147,             0.46537,             0.48225,             0.17916,            0.052925,             0.10475,            0.016048,            0.005941,            0.005941,            0.005941
                 207,            0.062481,             0.16531,            0.019542,             0.37267,             0.48258,             0.39684,             0.13851,             0.05691,             0.10988,            0.016086,           0.0059212,           0.0059212,           0.0059212
                 208,            0.062462,             0.16795,            0.018616,             0.30648,             0.49503,             0.40536,             0.13943,            0.055605,             0.11219,            0.018465,           0.0059014,           0.0059014,           0.0059014
                 209,            0.060148,             0.14705,            0.020736,             0.42745,             0.48172,             0.42186,             0.15681,             0.05352,             0.10903,            0.016822,           0.0058816,           0.0058816,           0.0058816
                 210,            0.063806,             0.15772,            0.019917,             0.46212,              0.4697,             0.45491,              0.1702,            0.053464,              0.1067,            0.016087,           0.0058618,           0.0058618,           0.0058618
                 211,            0.061945,             0.15097,            0.019699,             0.47149,             0.47032,             0.46413,             0.16576,            0.053906,             0.10659,            0.016149,            0.005842,            0.005842,            0.005842
                 212,            0.063148,             0.14363,            0.021456,             0.53314,             0.46677,             0.46466,             0.16628,            0.054079,             0.10548,            0.016596,           0.0058222,           0.0058222,           0.0058222
                 213,             0.06095,              0.1588,            0.022265,              0.4312,             0.41897,             0.39454,             0.13931,            0.059295,             0.10389,            0.015963,           0.0058024,           0.0058024,           0.0058024
                 214,            0.065023,             0.14551,            0.021243,             0.47799,               0.483,             0.47318,             0.17213,            0.054134,             0.10098,            0.015677,           0.0057826,           0.0057826,           0.0057826
                 215,            0.062905,             0.16176,            0.019222,             0.42457,             0.46625,             0.34382,             0.12119,            0.056615,             0.10323,            0.015505,           0.0057628,           0.0057628,           0.0057628
                 216,            0.061345,             0.15305,            0.019699,             0.39618,             0.41959,             0.40699,             0.14956,               0.055,             0.10384,            0.018881,            0.005743,            0.005743,            0.005743
                 217,            0.061946,             0.13548,            0.020395,             0.48943,             0.48845,             0.49581,             0.18449,            0.053134,             0.10078,            0.014635,           0.0057232,           0.0057232,           0.0057232
                 218,            0.061871,             0.14752,            0.019343,             0.53047,             0.43183,             0.43416,             0.16726,            0.055093,             0.10336,             0.01759,           0.0057034,           0.0057034,           0.0057034
                 219,            0.062508,              0.1521,            0.018817,             0.48133,             0.47844,             0.44497,              0.1564,            0.055853,             0.10254,            0.016765,           0.0056836,           0.0056836,           0.0056836
                 220,            0.064196,              0.1625,            0.020291,             0.46812,             0.49068,             0.49183,             0.17585,            0.052044,              0.1013,            0.014557,           0.0056638,           0.0056638,           0.0056638
                 221,            0.062488,             0.15382,            0.021165,             0.49839,             0.47305,             0.48095,             0.17387,            0.052669,             0.10436,            0.014308,            0.005644,            0.005644,            0.005644
                 222,            0.061907,             0.15716,            0.020352,             0.43627,             0.50084,             0.48244,             0.18007,            0.051423,               0.101,            0.014716,           0.0056242,           0.0056242,           0.0056242
                 223,            0.061555,             0.14426,            0.017561,             0.46838,             0.50098,             0.45855,             0.17269,            0.051916,             0.10013,            0.014674,           0.0056044,           0.0056044,           0.0056044
                 224,            0.062023,             0.15767,            0.017161,              0.4499,             0.53601,             0.45089,             0.17001,            0.053231,             0.10184,            0.014298,           0.0055846,           0.0055846,           0.0055846
                 225,            0.060951,             0.15075,            0.015984,             0.49902,             0.49397,             0.48412,             0.18245,            0.052723,             0.10144,            0.014668,           0.0055648,           0.0055648,           0.0055648
                 226,            0.061801,             0.16233,             0.01724,             0.50929,             0.46615,             0.46356,             0.17509,            0.053245,             0.10141,            0.014719,            0.005545,            0.005545,            0.005545
                 227,               0.063,             0.14496,            0.017812,             0.45779,             0.48119,             0.44156,              0.1689,            0.053435,             0.10089,            0.015128,           0.0055252,           0.0055252,           0.0055252
                 228,            0.060933,             0.14628,            0.018155,             0.47356,             0.49623,             0.45503,             0.16525,            0.053194,             0.10036,            0.014066,           0.0055054,           0.0055054,           0.0055054
                 229,            0.059833,             0.14106,            0.021408,             0.49134,             0.43458,             0.44333,             0.16327,            0.053513,             0.10575,            0.014319,           0.0054856,           0.0054856,           0.0054856
                 230,            0.062923,             0.14177,            0.020453,             0.44594,             0.33028,             0.32263,             0.10742,            0.062261,             0.10774,            0.020741,           0.0054658,           0.0054658,           0.0054658
                 231,            0.061674,              0.1607,            0.020268,              0.5778,             0.24414,              0.2454,            0.075209,            0.061538,             0.10886,            0.028639,            0.005446,            0.005446,            0.005446
                 232,            0.062522,             0.15535,            0.017066,             0.50959,             0.47227,             0.48369,             0.18614,            0.052815,            0.098657,            0.014152,           0.0054262,           0.0054262,           0.0054262
                 233,            0.063891,              0.1372,            0.019662,             0.48692,             0.50233,             0.45204,              0.1719,            0.056103,             0.10116,             0.01314,           0.0054064,           0.0054064,           0.0054064
                 234,            0.061281,              0.1548,            0.016351,             0.46108,             0.50916,             0.47719,             0.18756,            0.051442,             0.10436,            0.013923,           0.0053866,           0.0053866,           0.0053866
                 235,            0.058527,             0.13503,            0.017896,             0.49203,              0.5047,             0.47159,             0.18339,            0.052494,             0.10168,             0.01307,           0.0053668,           0.0053668,           0.0053668
                 236,            0.060203,             0.15487,            0.017652,               0.393,             0.50878,             0.39803,             0.14557,            0.055308,             0.10424,            0.013242,            0.005347,            0.005347,            0.005347
                 237,            0.058922,             0.14496,             0.01951,             0.48772,             0.54345,             0.48899,             0.19657,            0.050967,             0.10272,            0.013324,           0.0053272,           0.0053272,           0.0053272
                 238,            0.061085,             0.14575,             0.01924,              0.5212,             0.45088,             0.47219,             0.18825,            0.051017,              0.1017,             0.01451,           0.0053074,           0.0053074,           0.0053074
                 239,            0.059768,             0.15525,            0.017645,             0.46573,             0.49048,             0.45404,             0.16145,            0.053741,             0.10063,            0.013611,           0.0052876,           0.0052876,           0.0052876
                 240,            0.058799,             0.15821,            0.018703,             0.45619,             0.52364,             0.48147,             0.18156,            0.052396,             0.10029,            0.013707,           0.0052678,           0.0052678,           0.0052678
                 241,             0.05941,             0.13575,            0.017552,             0.44836,             0.53442,             0.47899,             0.18845,            0.052045,              0.1001,            0.014555,            0.005248,            0.005248,            0.005248
                 242,            0.061496,             0.16051,            0.014532,             0.38335,             0.55599,             0.43867,             0.15612,            0.054786,             0.10572,            0.013011,           0.0052282,           0.0052282,           0.0052282
                 243,             0.05741,             0.15172,            0.018452,             0.49349,             0.51145,             0.49555,             0.18587,            0.052068,              0.1016,            0.012947,           0.0052084,           0.0052084,           0.0052084
                 244,            0.059886,             0.13929,            0.018671,             0.55099,              0.4685,             0.48948,             0.18771,            0.051533,            0.099731,            0.013202,           0.0051886,           0.0051886,           0.0051886
                 245,            0.059568,             0.16042,            0.015969,             0.47229,              0.4425,             0.44049,             0.15727,            0.054359,             0.10511,            0.013378,           0.0051688,           0.0051688,           0.0051688
                 246,            0.061812,             0.14408,              0.0191,              0.4563,             0.49215,             0.46932,             0.17435,            0.052329,             0.10025,            0.012672,            0.005149,            0.005149,            0.005149
                 247,            0.061359,             0.16572,            0.017387,             0.44969,             0.52318,             0.46235,              0.1627,            0.054612,              0.1026,            0.012627,           0.0051292,           0.0051292,           0.0051292
                 248,            0.060591,              0.1346,            0.016694,              0.5396,             0.45034,             0.50275,             0.18471,            0.052518,            0.099112,            0.012808,           0.0051094,           0.0051094,           0.0051094
                 249,            0.059032,             0.14309,            0.017215,             0.49528,             0.50946,             0.50275,             0.19288,            0.052106,            0.098459,            0.012024,           0.0050896,           0.0050896,           0.0050896
                 250,            0.059302,             0.14378,            0.017683,             0.45022,             0.47592,             0.44752,             0.16605,            0.053145,            0.098593,            0.012817,           0.0050698,           0.0050698,           0.0050698
                 251,            0.062661,             0.15799,            0.015292,             0.54872,             0.51158,             0.52885,             0.19826,            0.052643,            0.098965,            0.011805,             0.00505,             0.00505,             0.00505
                 252,             0.05998,             0.15151,            0.016192,             0.54864,             0.48613,             0.49562,             0.20055,            0.052338,             0.10047,            0.012355,           0.0050302,           0.0050302,           0.0050302
                 253,            0.059601,             0.15023,            0.016711,             0.48605,             0.54172,             0.51811,             0.19776,            0.051967,            0.099139,            0.011826,           0.0050104,           0.0050104,           0.0050104
                 254,            0.059394,             0.14948,            0.016398,             0.53133,             0.50771,             0.50666,             0.20108,            0.051674,            0.099968,            0.011985,           0.0049906,           0.0049906,           0.0049906
                 255,            0.060769,             0.15537,            0.015792,             0.50896,             0.50587,             0.49663,             0.19619,            0.052127,            0.099609,            0.011699,           0.0049708,           0.0049708,           0.0049708
                 256,            0.059196,             0.14042,            0.016441,             0.53358,             0.50113,             0.51406,             0.20519,            0.051721,             0.10012,            0.011679,            0.004951,            0.004951,            0.004951
                 257,            0.057493,             0.15952,            0.014253,             0.48912,             0.57327,             0.51005,             0.20341,            0.051808,             0.10077,             0.01156,           0.0049312,           0.0049312,           0.0049312
                 258,            0.058135,             0.14767,            0.015935,             0.50663,              0.5224,             0.51598,             0.20667,              0.0513,             0.10045,            0.011824,           0.0049114,           0.0049114,           0.0049114
                 259,            0.056905,             0.14178,            0.015862,             0.56045,             0.49204,             0.51907,             0.20804,            0.051089,             0.10149,            0.012085,           0.0048916,           0.0048916,           0.0048916
                 260,            0.057993,             0.14379,            0.016834,             0.57993,             0.49687,             0.51276,             0.20561,            0.050989,             0.10159,            0.012285,           0.0048718,           0.0048718,           0.0048718
                 261,            0.055306,             0.14047,            0.014898,             0.48308,             0.47419,             0.47446,             0.18676,            0.052392,             0.10206,            0.011744,            0.004852,            0.004852,            0.004852
                 262,            0.057845,             0.14849,            0.016616,             0.52401,              0.5208,             0.50447,             0.20297,            0.050445,             0.10079,            0.011701,           0.0048322,           0.0048322,           0.0048322
                 263,            0.059725,             0.15672,            0.015692,             0.43246,             0.50119,             0.43703,               0.167,            0.054119,             0.10246,            0.014611,           0.0048124,           0.0048124,           0.0048124
                 264,            0.057978,             0.13449,            0.017585,             0.51116,             0.47207,             0.47665,              0.1856,            0.051766,             0.10007,            0.012694,           0.0047926,           0.0047926,           0.0047926
                 265,             0.05769,             0.12793,            0.015113,             0.55377,             0.51265,             0.49863,              0.1896,            0.051426,             0.10026,            0.010888,           0.0047728,           0.0047728,           0.0047728
                 266,            0.059168,             0.14699,            0.016295,             0.55978,             0.50557,             0.51633,             0.20482,            0.050247,             0.10134,            0.011268,            0.004753,            0.004753,            0.004753
                 267,             0.05815,             0.14525,            0.017805,             0.41676,              0.4807,             0.41729,             0.14355,            0.054962,             0.10133,            0.010795,           0.0047332,           0.0047332,           0.0047332
                 268,            0.059818,             0.14205,            0.014296,             0.49079,             0.37088,             0.38988,             0.14768,             0.05514,             0.10769,            0.016809,           0.0047134,           0.0047134,           0.0047134
                 269,            0.058515,             0.15615,            0.016595,             0.54689,             0.48002,             0.50835,             0.20839,            0.052032,             0.10075,            0.010695,           0.0046936,           0.0046936,           0.0046936
                 270,            0.057837,             0.13539,            0.014859,             0.50766,             0.57536,             0.51108,             0.19697,            0.051026,            0.099494,             0.01049,           0.0046738,           0.0046738,           0.0046738
                 271,            0.057342,              0.1428,            0.015401,             0.50755,             0.53949,             0.52681,             0.21695,            0.050775,            0.099832,            0.010236,            0.004654,            0.004654,            0.004654
                 272,            0.056556,             0.14807,            0.016162,             0.50454,             0.51583,              0.5166,             0.21278,            0.050013,             0.10172,            0.010377,           0.0046342,           0.0046342,           0.0046342
                 273,            0.057091,             0.13839,            0.014988,              0.4857,             0.52913,             0.50754,             0.20342,            0.050659,             0.10093,            0.010465,           0.0046144,           0.0046144,           0.0046144
                 274,            0.057008,             0.14776,            0.013418,             0.53498,             0.48001,             0.49036,             0.19677,            0.051437,              0.1008,            0.010264,           0.0045946,           0.0045946,           0.0045946
                 275,            0.055952,             0.14353,            0.014873,             0.47349,             0.50074,             0.49562,             0.19013,            0.051094,             0.10276,            0.010137,           0.0045748,           0.0045748,           0.0045748
                 276,            0.054888,             0.13729,            0.018591,             0.48013,             0.49883,             0.49518,             0.19252,            0.050866,              0.1058,            0.010355,            0.004555,            0.004555,            0.004555
                 277,            0.058128,             0.13668,            0.016182,             0.43014,             0.54573,             0.48177,             0.17808,            0.052242,             0.10285,           0.0095108,           0.0045352,           0.0045352,           0.0045352
                 278,            0.059399,             0.13964,            0.015988,             0.46126,             0.47542,              0.4591,              0.1777,            0.052058,            0.099284,            0.010006,           0.0045154,           0.0045154,           0.0045154
                 279,            0.059334,             0.13801,            0.015098,             0.51147,              0.5093,             0.49951,             0.18415,            0.052735,             0.10167,           0.0098461,           0.0044956,           0.0044956,           0.0044956
                 280,            0.056964,             0.13635,            0.015132,             0.50347,             0.51789,             0.50915,             0.19511,             0.05138,            0.099613,           0.0098976,           0.0044758,           0.0044758,           0.0044758
                 281,            0.059844,             0.15009,            0.014824,              0.4793,             0.54281,             0.48395,             0.18431,              0.0518,            0.099588,           0.0097591,            0.004456,            0.004456,            0.004456
                 282,            0.058752,             0.14283,            0.016024,             0.49167,             0.52815,             0.48478,              0.1943,            0.051856,             0.10071,            0.011065,           0.0044362,           0.0044362,           0.0044362
                 283,            0.060428,             0.16145,            0.014908,             0.51556,             0.53711,             0.51181,             0.20913,            0.050635,             0.10027,            0.010239,           0.0044164,           0.0044164,           0.0044164
                 284,            0.057271,             0.14904,            0.015545,             0.49886,             0.48955,             0.46853,             0.18564,            0.053171,             0.10113,            0.013341,           0.0043966,           0.0043966,           0.0043966
                 285,            0.057307,             0.14238,            0.013795,             0.49347,             0.52592,             0.50151,             0.20139,            0.051719,             0.10221,           0.0096012,           0.0043768,           0.0043768,           0.0043768
                 286,            0.056069,             0.15013,            0.013283,             0.51498,             0.53594,             0.51716,             0.21993,            0.049546,             0.10017,           0.0095043,            0.004357,            0.004357,            0.004357
                 287,            0.057953,             0.14524,            0.014332,             0.51145,             0.52285,             0.51394,             0.22214,            0.049541,             0.10072,           0.0095014,           0.0043372,           0.0043372,           0.0043372
                 288,            0.057399,             0.13684,            0.011754,             0.55655,             0.49356,             0.50757,             0.20136,            0.050858,             0.10066,            0.009505,           0.0043174,           0.0043174,           0.0043174
                 289,            0.055989,             0.14474,            0.014301,             0.57937,             0.49627,             0.51359,             0.20435,            0.051775,             0.10043,           0.0094001,           0.0042976,           0.0042976,           0.0042976
                 290,            0.056789,             0.14128,             0.01443,             0.58693,             0.48182,             0.50624,             0.19532,            0.052031,             0.10008,           0.0093295,           0.0042778,           0.0042778,           0.0042778
                 291,             0.05549,             0.14809,            0.013676,             0.54653,              0.4945,             0.50435,             0.19834,            0.052058,             0.10057,           0.0092033,            0.004258,            0.004258,            0.004258
                 292,            0.055838,             0.14149,             0.01442,              0.5715,             0.47803,             0.50842,             0.19799,            0.052083,             0.10152,           0.0095701,           0.0042382,           0.0042382,           0.0042382
                 293,            0.056126,             0.14288,             0.01694,              0.5486,             0.50486,             0.51702,              0.2058,            0.051009,             0.10117,           0.0093979,           0.0042184,           0.0042184,           0.0042184
                 294,            0.059404,             0.14863,            0.016717,              0.5622,             0.51874,             0.52517,             0.21554,            0.050261,             0.10037,           0.0097468,           0.0041986,           0.0041986,           0.0041986
                 295,            0.057909,               0.135,            0.015308,             0.59314,             0.45729,             0.50968,             0.20897,            0.050711,             0.10298,            0.010202,           0.0041788,           0.0041788,           0.0041788
                 296,            0.055137,              0.1506,            0.015247,             0.47805,              0.5334,             0.49673,             0.19766,             0.05104,             0.10313,            0.010263,            0.004159,            0.004159,            0.004159
                 297,            0.056314,             0.14804,             0.01355,             0.54387,             0.47297,             0.49533,             0.19648,            0.052095,             0.10249,           0.0094182,           0.0041392,           0.0041392,           0.0041392
                 298,             0.05635,             0.13829,            0.015818,             0.52961,             0.37625,             0.41812,              0.1548,            0.055672,             0.10802,            0.011354,           0.0041194,           0.0041194,           0.0041194
                 299,            0.056065,             0.15247,            0.015794,              0.5715,               0.551,             0.53674,             0.21544,             0.05026,             0.10564,           0.0085894,           0.0040996,           0.0040996,           0.0040996
                 300,            0.055623,             0.13359,            0.015076,             0.55769,             0.48326,             0.50219,             0.20229,            0.051333,             0.10569,           0.0090246,           0.0040798,           0.0040798,           0.0040798
                 301,            0.057236,             0.14325,            0.012887,              0.4949,              0.5051,             0.47341,             0.17296,            0.053607,             0.10588,           0.0092008,             0.00406,             0.00406,             0.00406
                 302,            0.056752,             0.14198,            0.013294,             0.47516,             0.55357,             0.49709,              0.1946,            0.051892,             0.10333,           0.0094398,           0.0040402,           0.0040402,           0.0040402
                 303,            0.057275,             0.12565,             0.01358,              0.5448,             0.53585,              0.5234,             0.20911,             0.05071,             0.10166,           0.0089048,           0.0040204,           0.0040204,           0.0040204
                 304,            0.057187,             0.14373,            0.011979,             0.50692,             0.59354,             0.51454,             0.20834,            0.051712,             0.10185,           0.0091576,           0.0040006,           0.0040006,           0.0040006
                 305,            0.054615,             0.14864,            0.012586,             0.49218,             0.58104,             0.50155,             0.20345,            0.051674,             0.10072,           0.0090852,           0.0039808,           0.0039808,           0.0039808
                 306,            0.053946,             0.14348,            0.015192,             0.51838,             0.57574,             0.50225,              0.2028,            0.051453,             0.10022,           0.0089966,            0.003961,            0.003961,            0.003961
                 307,            0.055734,             0.14176,            0.013637,             0.54051,             0.51985,             0.49682,             0.20163,            0.051175,             0.10003,           0.0091103,           0.0039412,           0.0039412,           0.0039412
                 308,            0.057877,             0.15701,            0.013007,             0.56412,              0.4906,             0.48264,             0.19159,            0.051512,             0.10133,           0.0094416,           0.0039214,           0.0039214,           0.0039214
                 309,            0.055796,             0.13564,            0.013207,             0.50947,             0.57529,             0.52224,             0.20809,            0.050692,             0.10176,           0.0087238,           0.0039016,           0.0039016,           0.0039016
                 310,            0.056083,             0.15723,            0.012099,             0.59249,             0.52182,             0.53994,              0.2109,            0.050925,             0.10204,           0.0090686,           0.0038818,           0.0038818,           0.0038818
                 311,            0.057451,             0.13668,            0.011804,             0.53379,             0.59347,             0.55758,              0.2243,            0.051374,            0.099401,           0.0084751,            0.003862,            0.003862,            0.003862
                 312,              0.0559,             0.14093,            0.010603,             0.53488,              0.5779,              0.5423,             0.21743,            0.049826,             0.10276,           0.0091545,           0.0038422,           0.0038422,           0.0038422
                 313,            0.056384,             0.14198,            0.013878,             0.52258,             0.55869,             0.52336,             0.21281,            0.050927,             0.10162,           0.0084408,           0.0038224,           0.0038224,           0.0038224
                 314,            0.057153,             0.13715,            0.011574,             0.52427,             0.53982,             0.51773,             0.21816,            0.050156,             0.10019,           0.0090708,           0.0038026,           0.0038026,           0.0038026
                 315,             0.05752,             0.13497,             0.01571,              0.5003,             0.52288,             0.51099,             0.20317,            0.051039,             0.10287,           0.0091901,           0.0037828,           0.0037828,           0.0037828
                 316,             0.05539,             0.13805,            0.012806,             0.50241,             0.55195,             0.52334,             0.22749,            0.049821,            0.099812,           0.0085503,            0.003763,            0.003763,            0.003763
                 317,             0.05577,             0.15094,            0.011807,             0.54073,             0.54484,             0.53287,             0.22313,              0.0502,             0.10074,           0.0083183,           0.0037432,           0.0037432,           0.0037432
                 318,            0.057079,             0.15099,              0.0124,             0.47959,              0.5601,             0.50328,             0.22069,            0.050143,             0.10124,           0.0086202,           0.0037234,           0.0037234,           0.0037234
                 319,            0.054135,             0.13924,            0.011282,             0.60145,             0.48522,             0.53521,             0.23257,            0.049731,             0.10025,           0.0083455,           0.0037036,           0.0037036,           0.0037036
