               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 320,            0.055864,             0.15324,            0.011378,             0.45753,             0.55493,             0.51061,             0.20933,            0.050057,             0.10205,            0.008565,           0.0036838,           0.0036838,           0.0036838
                 321,            0.054332,             0.12407,            0.013118,             0.50863,             0.51737,             0.50393,             0.21424,            0.050088,             0.10332,           0.0090822,            0.003664,            0.003664,            0.003664
                 322,            0.054462,              0.1482,            0.012881,             0.56689,             0.47771,             0.49946,             0.22004,            0.049705,             0.10433,           0.0095011,           0.0036442,           0.0036442,           0.0036442
                 323,            0.055619,             0.13864,            0.014738,             0.55671,             0.46399,             0.50451,             0.22228,            0.049717,              0.1046,           0.0090884,           0.0036244,           0.0036244,           0.0036244
                 324,            0.055448,             0.13897,            0.014577,             0.53666,             0.51509,             0.51615,             0.22487,            0.049745,             0.10343,           0.0084702,           0.0036046,           0.0036046,           0.0036046
                 325,            0.056602,             0.15917,            0.011429,             0.51312,             0.52923,             0.51769,             0.21694,            0.050376,             0.10132,           0.0083934,           0.0035848,           0.0035848,           0.0035848
                 326,            0.057095,             0.14596,            0.011082,             0.47713,              0.5313,             0.50777,             0.21329,            0.049622,             0.10248,           0.0082563,            0.003565,            0.003565,            0.003565
                 327,            0.052686,             0.13022,           0.0097606,             0.54787,             0.50272,             0.50713,             0.21347,            0.050112,             0.10071,            0.007906,           0.0035452,           0.0035452,           0.0035452
                 328,            0.055349,             0.14322,            0.013195,             0.58563,             0.49689,             0.53498,             0.22898,            0.049038,             0.10042,           0.0081258,           0.0035254,           0.0035254,           0.0035254
                 329,            0.055088,             0.13444,            0.014095,             0.53603,             0.54524,             0.53018,             0.22054,            0.049467,             0.10068,           0.0081333,           0.0035056,           0.0035056,           0.0035056
                 330,            0.054181,             0.12849,            0.011452,             0.55288,             0.52748,             0.53115,             0.22976,            0.048662,             0.10173,           0.0082438,           0.0034858,           0.0034858,           0.0034858
                 331,            0.056167,             0.14052,            0.010052,             0.51267,             0.53927,             0.51435,             0.21804,            0.049878,             0.10158,           0.0080366,            0.003466,            0.003466,            0.003466
                 332,            0.051883,             0.12823,           0.0099809,             0.54628,             0.50371,             0.51407,             0.21983,            0.049311,             0.10265,           0.0084268,           0.0034462,           0.0034462,           0.0034462
                 333,             0.05601,             0.13847,            0.012237,             0.51446,             0.55922,             0.51959,             0.21806,            0.049839,             0.10156,           0.0079936,           0.0034264,           0.0034264,           0.0034264
                 334,             0.05457,             0.13362,             0.01153,              0.5557,             0.49198,             0.52505,             0.21766,            0.049462,             0.10074,           0.0079066,           0.0034066,           0.0034066,           0.0034066
                 335,            0.056242,             0.13547,             0.01076,             0.54654,             0.55508,             0.54038,             0.22647,             0.04976,             0.10108,           0.0076706,           0.0033868,           0.0033868,           0.0033868
                 336,            0.054152,             0.13648,            0.011858,             0.55084,             0.52751,             0.52748,             0.22466,            0.050034,             0.10154,           0.0076017,            0.003367,            0.003367,            0.003367
                 337,            0.056162,             0.15251,            0.010765,             0.58307,             0.49833,             0.51911,             0.21361,            0.050278,             0.10369,           0.0079159,           0.0033472,           0.0033472,           0.0033472
                 338,            0.054985,             0.13402,            0.011084,             0.52303,             0.51619,             0.50665,             0.20706,            0.050456,              0.1039,           0.0082586,           0.0033274,           0.0033274,           0.0033274
                 339,            0.055237,              0.1384,            0.014369,             0.55364,             0.51283,             0.51745,             0.20831,            0.049912,             0.10357,           0.0077075,           0.0033076,           0.0033076,           0.0033076
                 340,            0.053031,             0.14451,            0.013895,             0.54654,             0.50326,             0.51828,             0.21127,            0.049658,             0.10354,            0.007657,           0.0032878,           0.0032878,           0.0032878
                 341,            0.053494,             0.14395,            0.010676,             0.54338,             0.51705,             0.50286,             0.20561,             0.05181,             0.10143,           0.0086639,            0.003268,            0.003268,            0.003268
                 342,            0.054109,             0.12942,            0.013863,             0.59052,             0.49332,             0.52591,             0.21911,            0.050105,             0.10074,           0.0077223,           0.0032482,           0.0032482,           0.0032482
                 343,            0.054614,              0.1465,            0.010951,             0.49784,             0.46035,             0.42449,              0.1899,            0.050183,             0.10098,           0.0078911,           0.0032284,           0.0032284,           0.0032284
                 344,            0.053118,             0.13352,            0.011408,             0.58278,             0.47944,             0.51834,              0.2106,            0.049808,             0.10082,           0.0075034,           0.0032086,           0.0032086,           0.0032086
                 345,            0.055034,             0.13059,            0.013173,             0.59847,             0.46351,              0.5166,             0.21128,            0.050161,             0.10108,            0.007921,           0.0031888,           0.0031888,           0.0031888
                 346,            0.054707,               0.133,            0.012813,              0.6154,             0.44066,             0.51475,             0.21765,            0.050052,             0.10034,           0.0079051,            0.003169,            0.003169,            0.003169
                 347,            0.052582,             0.12514,            0.011685,             0.50711,             0.54058,             0.52795,             0.22221,            0.049506,             0.10141,           0.0079559,           0.0031492,           0.0031492,           0.0031492
                 348,             0.05377,             0.13275,            0.010866,             0.60408,             0.50697,             0.54901,             0.24001,             0.04857,             0.10001,           0.0075617,           0.0031294,           0.0031294,           0.0031294
                 349,            0.053207,             0.13982,             0.01082,             0.53223,             0.54573,             0.52248,             0.22896,            0.048869,             0.10151,           0.0074966,           0.0031096,           0.0031096,           0.0031096
                 350,            0.055436,             0.14505,           0.0099882,             0.48636,              0.4879,             0.47832,             0.19236,            0.051722,             0.10559,           0.0094685,           0.0030898,           0.0030898,           0.0030898
                 351,            0.052839,             0.12638,            0.012088,             0.52568,             0.53994,             0.51945,             0.22271,            0.049266,             0.10214,           0.0080149,             0.00307,             0.00307,             0.00307
                 352,             0.05234,             0.13886,            0.012257,             0.54492,             0.50719,             0.51137,             0.21425,            0.050074,             0.10339,           0.0084896,           0.0030502,           0.0030502,           0.0030502
                 353,             0.05178,             0.13799,            0.011096,             0.51817,             0.52813,             0.52052,             0.22309,            0.049097,              0.1043,           0.0083303,           0.0030304,           0.0030304,           0.0030304
                 354,            0.052067,             0.13438,            0.012197,             0.53383,             0.53091,             0.52725,             0.22389,            0.049207,             0.10418,           0.0081787,           0.0030106,           0.0030106,           0.0030106
                 355,            0.055012,             0.14041,            0.014158,             0.53109,             0.54723,              0.5345,             0.21996,            0.049837,             0.10347,           0.0079887,           0.0029908,           0.0029908,           0.0029908
                 356,            0.055275,             0.13445,            0.010018,             0.50526,               0.542,             0.51702,             0.20425,            0.050882,             0.10313,           0.0080152,            0.002971,            0.002971,            0.002971
                 357,            0.054711,             0.15542,             0.01089,             0.53185,             0.52264,             0.52219,             0.22557,            0.049887,             0.10284,           0.0079694,           0.0029512,           0.0029512,           0.0029512
                 358,            0.053364,             0.14167,            0.012677,             0.56295,             0.51052,             0.52156,               0.212,            0.050085,             0.10174,           0.0083852,           0.0029314,           0.0029314,           0.0029314
                 359,            0.052183,             0.12297,           0.0089991,             0.53275,             0.51091,             0.53187,             0.22451,              0.0499,             0.10373,           0.0075946,           0.0029116,           0.0029116,           0.0029116
                 360,            0.053952,             0.12444,            0.011552,             0.48782,             0.51046,             0.49206,             0.20692,              0.0512,             0.10529,           0.0081432,           0.0028918,           0.0028918,           0.0028918
                 361,            0.053811,             0.14647,            0.010689,             0.53767,             0.49071,              0.4988,             0.20557,            0.050914,             0.10335,           0.0077227,            0.002872,            0.002872,            0.002872
                 362,            0.053846,             0.13286,            0.010896,             0.54157,             0.54525,             0.55614,             0.23477,            0.049442,             0.10165,           0.0070276,           0.0028522,           0.0028522,           0.0028522
                 363,            0.051513,             0.12785,           0.0098668,             0.54695,             0.52789,             0.51479,             0.22084,            0.049514,             0.10233,           0.0071943,           0.0028324,           0.0028324,           0.0028324
                 364,            0.053554,             0.14029,            0.010229,              0.5529,             0.52359,             0.52478,             0.21828,            0.049943,             0.10203,           0.0074666,           0.0028126,           0.0028126,           0.0028126
                 365,            0.054203,             0.14715,            0.011628,             0.53007,             0.57577,             0.54197,             0.22479,            0.049483,             0.10196,           0.0073742,           0.0027928,           0.0027928,           0.0027928
                 366,            0.052415,             0.12705,            0.010427,             0.58123,             0.50859,             0.53007,             0.22867,            0.049182,             0.10287,           0.0072472,            0.002773,            0.002773,            0.002773
                 367,            0.053292,             0.13862,             0.01119,             0.54186,             0.54818,             0.53751,             0.23077,            0.049283,             0.10237,           0.0069529,           0.0027532,           0.0027532,           0.0027532
                 368,            0.051135,             0.14156,           0.0096628,             0.55971,             0.55023,             0.53788,             0.22829,             0.04929,             0.10194,           0.0070109,           0.0027334,           0.0027334,           0.0027334
                 369,            0.053667,             0.14383,           0.0085144,             0.51636,             0.58811,             0.53817,             0.22329,            0.049314,             0.10145,           0.0071996,           0.0027136,           0.0027136,           0.0027136
                 370,            0.052328,             0.13675,           0.0098733,             0.54115,             0.53783,              0.5462,             0.22826,            0.049092,             0.10252,           0.0072936,           0.0026938,           0.0026938,           0.0026938
                 371,            0.054186,              0.1345,            0.012149,             0.55904,             0.54039,             0.53734,             0.23263,            0.049064,             0.10176,            0.006922,            0.002674,            0.002674,            0.002674
                 372,            0.052038,             0.13925,             0.01093,             0.55626,             0.52209,             0.52067,             0.22623,             0.04931,             0.10216,           0.0069017,           0.0026542,           0.0026542,           0.0026542
                 373,            0.053182,             0.12227,            0.010388,             0.54893,             0.54212,             0.52795,             0.22559,            0.049636,             0.10252,           0.0069562,           0.0026344,           0.0026344,           0.0026344
                 374,            0.055347,             0.14527,            0.010855,             0.54813,             0.52849,             0.52502,             0.21787,            0.050201,             0.10315,           0.0070707,           0.0026146,           0.0026146,           0.0026146
                 375,            0.051238,             0.12277,            0.012679,             0.55501,             0.52652,             0.53132,             0.20595,            0.050787,             0.10142,           0.0073741,           0.0025948,           0.0025948,           0.0025948
                 376,            0.052946,              0.1397,           0.0098156,             0.58841,             0.49996,             0.53155,             0.22553,            0.049472,             0.10133,           0.0070853,            0.002575,            0.002575,            0.002575
                 377,            0.052328,             0.13927,            0.011939,             0.57356,             0.50714,             0.54008,             0.23314,            0.049618,             0.10078,           0.0073486,           0.0025552,           0.0025552,           0.0025552
                 378,            0.056161,             0.14106,           0.0093018,             0.57856,             0.51938,             0.54505,             0.23314,            0.050316,             0.10104,           0.0073002,           0.0025354,           0.0025354,           0.0025354
                 379,            0.051868,             0.12895,           0.0095444,               0.551,              0.5635,             0.54664,             0.23788,             0.04962,             0.10138,           0.0072587,           0.0025156,           0.0025156,           0.0025156
                 380,            0.054552,             0.13665,           0.0095922,             0.54347,             0.56638,             0.55913,             0.24726,            0.049049,             0.10186,           0.0071273,           0.0024958,           0.0024958,           0.0024958
                 381,            0.052467,              0.1351,           0.0085319,             0.53602,             0.52142,             0.51987,             0.22148,            0.050329,             0.10394,           0.0075459,            0.002476,            0.002476,            0.002476
                 382,             0.05414,             0.13508,            0.011461,             0.55444,             0.52113,             0.52049,             0.22538,             0.05029,              0.1033,           0.0072072,           0.0024562,           0.0024562,           0.0024562
                 383,            0.053847,             0.13902,           0.0095052,             0.59739,             0.47591,             0.51457,             0.21229,            0.051067,             0.10395,           0.0072207,           0.0024364,           0.0024364,           0.0024364
                 384,            0.052097,             0.14262,           0.0097307,             0.58011,             0.50848,             0.51425,             0.21704,            0.050626,             0.10335,           0.0071536,           0.0024166,           0.0024166,           0.0024166
                 385,            0.057074,             0.14891,            0.013492,             0.55092,             0.51481,              0.5282,             0.21935,            0.050234,             0.10281,           0.0070424,           0.0023968,           0.0023968,           0.0023968
                 386,            0.053753,             0.13184,            0.010973,             0.50764,             0.52213,             0.50656,             0.21251,            0.050622,             0.10305,           0.0071443,            0.002377,            0.002377,            0.002377
                 387,            0.052443,              0.1349,           0.0098639,             0.52828,             0.49227,              0.5022,             0.19791,            0.051294,              0.1029,           0.0069906,           0.0023572,           0.0023572,           0.0023572
                 388,            0.052786,             0.12117,            0.012625,             0.52588,              0.4826,             0.49764,             0.19655,            0.051481,             0.10292,           0.0069945,           0.0023374,           0.0023374,           0.0023374
                 389,            0.053502,             0.13804,            0.013539,             0.49731,             0.56112,             0.50381,             0.21103,            0.050292,             0.10769,           0.0066601,           0.0023176,           0.0023176,           0.0023176
                 390,            0.052261,              0.1328,           0.0092703,             0.50191,             0.52338,             0.50462,             0.20974,            0.050513,             0.10732,           0.0069936,           0.0022978,           0.0022978,           0.0022978
                 391,            0.052683,             0.12932,            0.010457,             0.59334,             0.46036,             0.50702,             0.21195,             0.05099,             0.10473,           0.0071177,            0.002278,            0.002278,            0.002278
                 392,            0.051401,             0.12174,           0.0082108,             0.53421,             0.52694,             0.52052,             0.20971,            0.050657,             0.10484,           0.0070099,           0.0022582,           0.0022582,           0.0022582
                 393,            0.051476,             0.14327,            0.010078,             0.57214,             0.52844,              0.5341,             0.22849,            0.049466,              0.1032,           0.0067811,           0.0022384,           0.0022384,           0.0022384
                 394,             0.05192,             0.13269,           0.0090726,             0.58474,             0.50492,             0.54125,              0.2293,            0.049044,             0.10345,            0.006817,           0.0022186,           0.0022186,           0.0022186
                 395,            0.050731,             0.11934,            0.010959,             0.58902,             0.51867,             0.55338,             0.23971,            0.048522,             0.10195,           0.0068441,           0.0021988,           0.0021988,           0.0021988
                 396,            0.051856,             0.14223,           0.0099411,             0.60355,             0.51269,             0.54097,             0.22965,             0.04883,             0.10377,           0.0069944,            0.002179,            0.002179,            0.002179
                 397,            0.049884,              0.1266,           0.0099715,             0.56848,             0.52831,             0.53694,             0.22779,            0.049074,             0.10366,           0.0071701,           0.0021592,           0.0021592,           0.0021592
                 398,            0.051357,             0.13481,            0.010746,             0.56516,             0.54137,             0.54351,             0.23242,            0.049112,             0.10337,           0.0072277,           0.0021394,           0.0021394,           0.0021394
                 399,            0.050742,             0.12597,           0.0095601,             0.53349,             0.55621,             0.52916,             0.22407,            0.049676,             0.10415,            0.007471,           0.0021196,           0.0021196,           0.0021196
                 400,            0.053734,             0.14962,            0.010153,             0.51447,             0.57616,             0.53047,             0.21993,            0.050037,             0.10323,           0.0072042,           0.0020998,           0.0020998,           0.0020998
                 401,            0.052531,              0.1343,            0.010089,             0.51947,              0.5903,             0.53928,             0.22018,            0.049827,             0.10372,           0.0070254,             0.00208,             0.00208,             0.00208
                 402,            0.052333,             0.13495,            0.012576,             0.60065,             0.51875,             0.54502,             0.22162,            0.049626,             0.10459,           0.0069655,           0.0020602,           0.0020602,           0.0020602
                 403,            0.051234,             0.12935,           0.0085595,             0.58116,             0.52734,             0.54035,             0.22233,            0.049511,             0.10538,           0.0070042,           0.0020404,           0.0020404,           0.0020404
                 404,            0.050183,             0.13594,            0.008549,             0.56695,             0.53961,             0.53384,             0.22238,            0.049538,             0.10592,           0.0071457,           0.0020206,           0.0020206,           0.0020206
                 405,            0.051744,             0.13989,           0.0096059,             0.52615,             0.52847,             0.51612,             0.21881,            0.049876,             0.10559,           0.0077042,           0.0020008,           0.0020008,           0.0020008
                 406,            0.054166,             0.13115,            0.010064,             0.50337,             0.56494,             0.51005,              0.2215,            0.049928,             0.10421,           0.0074801,            0.001981,            0.001981,            0.001981
                 407,            0.051965,             0.13972,            0.010108,             0.52312,             0.55326,             0.51449,             0.21866,            0.049488,             0.10449,           0.0073349,           0.0019612,           0.0019612,           0.0019612
                 408,            0.050846,             0.13263,             0.01098,             0.50518,             0.57475,             0.52592,             0.22394,            0.049609,             0.10366,           0.0070885,           0.0019414,           0.0019414,           0.0019414
                 409,            0.051667,             0.13529,            0.010336,             0.51791,             0.53498,             0.51638,             0.22235,            0.049412,             0.10497,           0.0070147,           0.0019216,           0.0019216,           0.0019216
                 410,            0.053227,             0.13415,           0.0087084,             0.49706,             0.58842,              0.5263,             0.22697,            0.049273,             0.10368,           0.0067516,           0.0019018,           0.0019018,           0.0019018
                 411,            0.052294,             0.13888,           0.0092482,              0.4836,             0.56977,             0.51506,             0.22497,            0.049279,             0.10274,           0.0067009,            0.001882,            0.001882,            0.001882
                 412,             0.04964,             0.12807,           0.0084493,             0.46902,              0.5781,               0.518,             0.22426,             0.04938,             0.10275,           0.0068738,           0.0018622,           0.0018622,           0.0018622
                 413,            0.053055,             0.13474,           0.0098801,             0.47534,             0.55469,             0.50338,             0.21702,            0.049932,             0.10368,           0.0071688,           0.0018424,           0.0018424,           0.0018424
                 414,            0.053115,             0.12968,            0.010376,                0.47,             0.56353,              0.5176,              0.2265,            0.049544,             0.10351,           0.0069167,           0.0018226,           0.0018226,           0.0018226
                 415,            0.052991,             0.14352,            0.012038,             0.48831,             0.56381,             0.50601,             0.22332,            0.049778,             0.10405,           0.0069354,           0.0018028,           0.0018028,           0.0018028
                 416,            0.050596,             0.13332,            0.009931,             0.48735,             0.58864,             0.52352,             0.22766,            0.049329,             0.10425,           0.0068207,            0.001783,            0.001783,            0.001783
                 417,            0.052147,             0.13426,            0.011969,             0.51656,             0.58802,              0.5416,              0.2297,            0.048996,             0.10507,           0.0067296,           0.0017632,           0.0017632,           0.0017632
                 418,            0.050598,             0.12195,           0.0079038,             0.56258,             0.54796,             0.54025,             0.22274,            0.048951,             0.10483,           0.0067966,           0.0017434,           0.0017434,           0.0017434
                 419,            0.049329,             0.12907,           0.0094063,             0.53764,             0.53844,             0.52784,             0.22738,            0.048945,              0.1046,           0.0069183,           0.0017236,           0.0017236,           0.0017236
                 420,            0.052363,             0.13798,           0.0097781,             0.55669,              0.5144,             0.53103,             0.22713,            0.048916,             0.10399,           0.0067436,           0.0017038,           0.0017038,           0.0017038
                 421,             0.05211,             0.11719,            0.010841,             0.61646,              0.5035,             0.55634,             0.23621,             0.04918,             0.10197,           0.0063652,            0.001684,            0.001684,            0.001684
                 422,            0.050813,             0.12563,           0.0085873,             0.54142,             0.53753,             0.54491,             0.23704,             0.04922,             0.10157,            0.006492,           0.0016642,           0.0016642,           0.0016642
                 423,            0.048611,             0.12205,           0.0098449,             0.60142,             0.51886,             0.55325,             0.24151,            0.048783,             0.10221,           0.0064499,           0.0016444,           0.0016444,           0.0016444
                 424,            0.051645,             0.14281,           0.0086568,              0.5997,             0.52897,             0.56034,             0.23511,               0.049,              0.1021,           0.0065708,           0.0016246,           0.0016246,           0.0016246
                 425,             0.05473,             0.13774,             0.01187,               0.579,             0.53999,             0.54801,             0.23471,            0.049342,             0.10271,           0.0067488,           0.0016048,           0.0016048,           0.0016048
                 426,            0.050302,             0.13111,           0.0092886,              0.5661,               0.557,             0.54583,             0.24281,            0.049089,             0.10292,           0.0068783,            0.001585,            0.001585,            0.001585
                 427,            0.050444,              0.1203,           0.0094105,             0.55161,             0.56196,             0.54439,             0.23764,            0.049733,             0.10309,           0.0070882,           0.0015652,           0.0015652,           0.0015652
                 428,            0.049316,             0.12011,           0.0074083,              0.5119,             0.55672,             0.53519,             0.23181,            0.050405,             0.10339,           0.0072324,           0.0015454,           0.0015454,           0.0015454
                 429,            0.050895,              0.1237,             0.01016,             0.58013,             0.50828,             0.53638,              0.2284,            0.050337,             0.10387,           0.0072951,           0.0015256,           0.0015256,           0.0015256
                 430,            0.051771,             0.13327,            0.010484,             0.52282,             0.54729,             0.53428,             0.23523,             0.05013,               0.105,           0.0073354,           0.0015058,           0.0015058,           0.0015058
                 431,            0.051664,             0.12962,           0.0086704,             0.57338,             0.50452,             0.53274,             0.23507,            0.049805,             0.10519,            0.007309,            0.001486,            0.001486,            0.001486
                 432,            0.050686,             0.13366,           0.0091467,             0.61058,             0.49062,             0.53906,             0.23321,             0.04967,             0.10493,           0.0071873,           0.0014662,           0.0014662,           0.0014662
                 433,            0.051119,             0.12764,           0.0099607,             0.53395,             0.53259,             0.53699,             0.23244,            0.049726,             0.10519,           0.0070689,           0.0014464,           0.0014464,           0.0014464
                 434,            0.049199,             0.12138,           0.0087405,              0.5698,             0.53502,             0.54893,             0.23706,             0.04965,             0.10421,           0.0070031,           0.0014266,           0.0014266,           0.0014266
                 435,            0.052164,             0.13549,           0.0096358,             0.56321,             0.54426,              0.5474,             0.22831,             0.04989,             0.10421,           0.0071262,           0.0014068,           0.0014068,           0.0014068
                 436,            0.050721,             0.13258,           0.0093297,             0.58125,             0.52659,             0.54817,             0.22758,            0.049884,             0.10461,           0.0069586,            0.001387,            0.001387,            0.001387
                 437,            0.053139,             0.12414,            0.007264,             0.60515,             0.51593,             0.54714,             0.23074,            0.049724,             0.10492,            0.006837,           0.0013672,           0.0013672,           0.0013672
                 438,            0.051269,             0.13202,           0.0089063,             0.58663,             0.55707,             0.54945,             0.23576,            0.049648,             0.10382,           0.0071049,           0.0013474,           0.0013474,           0.0013474
                 439,            0.051256,              0.1198,           0.0099689,             0.54458,             0.54426,             0.54206,             0.24262,            0.048842,             0.10345,           0.0068776,           0.0013276,           0.0013276,           0.0013276
                 440,            0.050648,             0.11209,           0.0090268,             0.58809,             0.53213,              0.5522,             0.23975,            0.048732,             0.10288,            0.006567,           0.0013078,           0.0013078,           0.0013078
                 441,            0.049577,              0.1256,            0.010001,             0.56599,             0.52687,             0.54567,             0.23869,            0.048233,             0.10274,           0.0062687,            0.001288,            0.001288,            0.001288
                 442,              0.0507,             0.13651,            0.010352,             0.52238,             0.57338,              0.5469,             0.23829,            0.048195,             0.10297,           0.0062386,           0.0012682,           0.0012682,           0.0012682
                 443,            0.050714,             0.13383,           0.0073932,             0.53475,             0.56253,             0.55211,             0.23318,            0.048521,             0.10387,           0.0064388,           0.0012484,           0.0012484,           0.0012484
                 444,            0.050442,             0.12339,            0.009943,             0.61746,              0.5006,             0.55495,             0.23204,            0.048148,             0.10404,           0.0062567,           0.0012286,           0.0012286,           0.0012286
                 445,            0.049914,             0.12052,           0.0083604,             0.59495,             0.51307,             0.54547,             0.22999,            0.048348,             0.10351,           0.0063316,           0.0012088,           0.0012088,           0.0012088
                 446,             0.04894,             0.11543,           0.0076786,             0.53938,              0.5313,             0.53361,             0.22409,            0.048604,             0.10345,           0.0064496,            0.001189,            0.001189,            0.001189
                 447,            0.050264,             0.11706,           0.0097618,             0.53592,             0.54592,             0.54394,              0.2338,            0.048041,             0.10334,           0.0063414,           0.0011692,           0.0011692,           0.0011692
                 448,            0.049417,              0.1293,           0.0089805,             0.62914,               0.507,              0.5561,             0.23439,            0.047734,             0.10411,           0.0061952,           0.0011494,           0.0011494,           0.0011494
                 449,            0.051366,             0.13762,            0.012656,             0.60911,             0.51126,             0.54877,             0.23435,            0.047614,             0.10404,           0.0061337,           0.0011296,           0.0011296,           0.0011296
                 450,            0.052301,             0.12848,           0.0086851,              0.5988,             0.52878,             0.54796,              0.2394,            0.047659,             0.10489,            0.006182,           0.0011098,           0.0011098,           0.0011098
                 451,            0.051976,             0.12954,            0.011077,             0.61428,             0.53105,             0.55179,              0.2382,            0.047686,             0.10516,           0.0062489,             0.00109,             0.00109,             0.00109
                 452,              0.0499,             0.13139,           0.0085628,             0.60613,             0.52689,             0.54702,             0.23627,            0.047797,              0.1053,           0.0062663,           0.0010702,           0.0010702,           0.0010702
                 453,            0.049911,             0.12748,           0.0099125,             0.51062,             0.57358,             0.54103,             0.23434,            0.048476,             0.10339,           0.0063834,           0.0010504,           0.0010504,           0.0010504
                 454,            0.050653,             0.13063,            0.010177,             0.53127,             0.53505,              0.5288,             0.22643,            0.049405,             0.10322,           0.0065791,           0.0010306,           0.0010306,           0.0010306
                 455,            0.051918,             0.13008,            0.010171,             0.62272,             0.45807,             0.53042,             0.22644,            0.049436,               0.104,           0.0063862,           0.0010108,           0.0010108,           0.0010108
                 456,             0.05195,             0.13735,            0.009187,             0.57175,             0.49164,              0.5273,             0.23251,            0.049106,             0.10471,           0.0063695,            0.000991,            0.000991,            0.000991
                 457,            0.050601,             0.13514,           0.0086306,             0.56637,             0.51384,             0.52701,             0.23523,            0.049111,             0.10529,           0.0065908,           0.0009712,           0.0009712,           0.0009712
                 458,            0.050017,             0.13016,           0.0075487,             0.53935,             0.54306,             0.52887,             0.23966,            0.048595,             0.10403,           0.0065688,           0.0009514,           0.0009514,           0.0009514
                 459,            0.050567,             0.11982,           0.0084957,             0.54535,             0.52481,             0.53291,             0.24409,            0.048381,             0.10309,           0.0063934,           0.0009316,           0.0009316,           0.0009316
                 460,            0.051233,             0.13165,            0.010255,             0.49896,             0.59069,              0.5414,             0.24427,            0.048188,             0.10255,           0.0062951,           0.0009118,           0.0009118,           0.0009118
                 461,            0.049627,             0.13425,           0.0078565,             0.49994,             0.59712,             0.54058,             0.24019,            0.048475,             0.10312,           0.0063522,            0.000892,            0.000892,            0.000892
                 462,             0.05046,             0.12124,           0.0081035,             0.50532,             0.56449,             0.52887,             0.23435,            0.048853,             0.10321,           0.0064887,           0.0008722,           0.0008722,           0.0008722
                 463,            0.050004,             0.12983,           0.0083115,             0.50548,             0.58657,             0.54357,             0.23709,            0.049003,             0.10275,           0.0064395,           0.0008524,           0.0008524,           0.0008524
                 464,            0.048783,             0.12126,           0.0085593,             0.61877,             0.48324,             0.54938,             0.23777,            0.048858,             0.10281,           0.0063735,           0.0008326,           0.0008326,           0.0008326
                 465,            0.051506,             0.13345,            0.012056,             0.61188,             0.50093,              0.5481,             0.24233,            0.048703,             0.10301,           0.0063883,           0.0008128,           0.0008128,           0.0008128
                 466,            0.051686,             0.12034,           0.0089023,             0.64982,              0.5014,             0.55002,             0.23825,            0.048832,             0.10332,           0.0064701,            0.000793,            0.000793,            0.000793
                 467,            0.051628,             0.12697,           0.0098059,              0.6488,             0.49285,             0.54533,             0.23139,            0.048932,             0.10378,           0.0064433,           0.0007732,           0.0007732,           0.0007732
                 468,            0.049482,             0.13804,           0.0082931,             0.65404,             0.48244,             0.53913,              0.2317,            0.049004,             0.10388,           0.0063908,           0.0007534,           0.0007534,           0.0007534
                 469,            0.048814,             0.12957,           0.0068765,             0.63815,             0.47427,             0.52915,             0.22253,            0.049384,             0.10421,           0.0066181,           0.0007336,           0.0007336,           0.0007336
                 470,            0.051621,             0.12312,             0.01027,             0.60832,             0.47975,             0.52718,             0.22202,            0.049755,             0.10441,           0.0067647,           0.0007138,           0.0007138,           0.0007138
                 471,            0.051343,             0.13827,           0.0092433,             0.58829,              0.4977,             0.52703,             0.22673,            0.049201,             0.10445,           0.0065333,            0.000694,            0.000694,            0.000694
                 472,            0.047877,             0.11959,           0.0098496,             0.62009,             0.49509,             0.54874,             0.23353,            0.048793,             0.10434,           0.0063679,           0.0006742,           0.0006742,           0.0006742
                 473,            0.049628,             0.12427,           0.0088037,             0.64716,             0.48245,             0.54783,             0.23342,            0.048732,             0.10415,           0.0063422,           0.0006544,           0.0006544,           0.0006544
                 474,            0.050302,             0.13014,            0.009341,             0.65068,             0.48103,             0.54832,             0.23551,            0.048753,             0.10344,           0.0062768,           0.0006346,           0.0006346,           0.0006346
                 475,            0.049085,             0.12664,           0.0085118,              0.5283,             0.55981,             0.54676,             0.23598,            0.048722,             0.10353,           0.0061982,           0.0006148,           0.0006148,           0.0006148
                 476,            0.047236,             0.12188,           0.0079705,             0.53309,             0.56612,               0.547,             0.23512,            0.048723,             0.10347,           0.0061183,            0.000595,            0.000595,            0.000595
                 477,            0.050135,             0.12937,           0.0086818,             0.54223,             0.55849,             0.54782,             0.23612,            0.048649,             0.10371,           0.0060902,           0.0005752,           0.0005752,           0.0005752
                 478,            0.049959,             0.12404,            0.011247,             0.55558,             0.55884,             0.54758,             0.23778,            0.048612,              0.1036,           0.0061263,           0.0005554,           0.0005554,           0.0005554
                 479,            0.047815,              0.1114,           0.0073911,             0.57238,             0.54933,              0.5517,             0.24045,            0.048691,              0.1033,           0.0061433,           0.0005356,           0.0005356,           0.0005356
                 480,            0.049608,             0.12402,           0.0081733,             0.58143,             0.54367,             0.54984,             0.23852,            0.048726,             0.10351,           0.0061005,           0.0005158,           0.0005158,           0.0005158
